tracking_number,carrier,status,error_message,service,service_code,weight_kg,weight_lbs,is_dimensional_weight,origin_city,origin_state,origin_country,destination_city,destination_state,destination_country,distance_km,distance_miles,transport_mode,emission_factor,total_emissions_kg_co2e,main_transit_emissions_kg,last_mile_emissions_kg,trees_needed_1_year,equivalent_miles_driven
1Z45A0T80313516869,ups,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324039623866,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.156,4.754,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0135,0.0091,0.0043,0,0
TBA324066522010,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.33,7.341,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0208,0.0141,0.0067,0,0.1
TBA321005562849,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2.425,5.346,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,last_mile,0.2,0.0399,0.0399,0,0,0.1
TBA321005562849,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2.425,5.346,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,last_mile,0.2,0.0399,0.0399,0,0,0.1
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,0.5,1.102,FALSE,MILLBURY,MA,US,Worcester,MA,US,8.62,5.35,truck_average,0.127,0.0015,0.0005,0.001,0,0
TBA324045437259,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.3,5.071,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0144,0.0098,0.0046,0,0
TBA324064145593,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.77,1.698,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0087,0.0072,0.0015,0,0
TBA324065856687,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,4.03,8.885,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0501,0.0421,0.0081,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.36,2.998,FALSE,Reno,NV,US,Worcester,MA,US,4003.49,2487.65,truck_average,0.127,0.6942,0.6915,0.0027,0.03,1.7
TBA324064111252,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.39,3.064,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0173,0.0145,0.0028,0,0
TBA324063361855,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.57,7.87,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0403,0.0332,0.0071,0,0.1
TBA324026853696,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.41,3.109,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0088,0.006,0.0028,0,0
TBA324065964340,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.09,4.608,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.013,0.0089,0.0042,0,0
TBA323998171223,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.284,2.831,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0188,0.0188,0,0,0
TBA324023432851,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.1,2.425,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0069,0.0047,0.0022,0,0
9434650105501039742444,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324009456881,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,5.653,12.462,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0377,0.0377,0,0,0.1
9534610383065238365433,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324057855608,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,6.337,13.971,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0423,0.0423,0,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,8.12,17.902,FALSE,MILWAUKEE,WI,US,WORCESTER,MA,US,1321.59,821.2,truck_average,0.127,1.3791,1.3629,0.0162,0.07,3.4
TBA324050175680,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2.02,4.453,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0135,0.0135,0,0,0
TBA323997512630,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.566,3.452,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0195,0.0164,0.0031,0,0
1Z2807700387512255,UPS,success,,UPS Ground,518,4.853,10.7,FALSE,CHARLOTTESVILLE,VA,US,WORCESTER,MA,US,737.45,458.23,truck_average,0.127,0.4643,0.4546,0.0097,0.02,1.1
TBA324045847378,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,29.57,65.191,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,1.1059,1.0468,0.0591,0.05,2.7
TBA324067031176,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.77,3.902,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0118,0.0118,0,0,0
TBA324023471198,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.721,3.794,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0214,0.018,0.0034,0,0.1
TBA324045415090,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.38,0.838,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0024,0.0016,0.0008,0,0
TBA324063152232,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.584,5.696,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0161,0.011,0.0052,0,0
TBA324065771638,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.113,9.068,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0465,0.0382,0.0082,0,0.1
TBA324062061929,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,7,15.432,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0437,0.0297,0.014,0,0.1
9334610597204619380242,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZH4H9170315250440,ups,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1ZH4H9170315250440,ups,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324058100720,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.6,3.527,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0199,0.0167,0.0032,0,0
TBA324047143408,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.97,4.343,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0223,0.0183,0.0039,0,0.1
TBA324060918623,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.9,1.984,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0056,0.0038,0.0018,0,0
1ZJ6913F0320427757,UPS,success,,UPS Ground,518,0.998,2.2,FALSE,SAN FRANCISCO,CA,US,WORCESTER,MA,US,4286,2663.2,truck_average,0.127,0.5452,0.5432,0.002,0.03,1.3
TBA324035402145,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.6,5.732,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0162,0.011,0.0052,0,0
TBA324045481687,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.53,3.372,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0102,0.0102,0,0,0
TBA324051268246,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.69,8.135,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.023,0.0156,0.0074,0,0.1
TBA324058424556,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.57,7.87,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0223,0.0151,0.0071,0,0.1
TBA324052306664,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.63,1.389,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0078,0.0066,0.0013,0,0
TBA324054196911,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.79,1.742,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0049,0.0033,0.0016,0,0
ZM7,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
ZM7,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
ZM7,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
GF6534610796788,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
9488809000276106884677,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx 2Day,FEDEX_2_DAY,6.8,14.991,FALSE,Yorba Linda,CA,US,Worcester,MA,US,4091.81,2542.53,air_shorthaul,0.82,22.8295,22.8159,0.0136,1.09,56.5
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.41,3.109,FALSE,Greenville,TX,US,WORCESTER,MA,US,2359.67,1466.23,truck_average,0.127,0.4254,0.4225,0.0028,0.02,1.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.23,0.507,FALSE,Kokomo,IN,US,WORCESTER,MA,US,1213.56,754.07,truck_average,0.127,0.0359,0.0354,0.0005,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.41,3.109,FALSE,Greenville,TX,US,WORCESTER,MA,US,2359.67,1466.23,truck_average,0.127,0.4254,0.4225,0.0028,0.02,1.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,1.09,2.403,FALSE,Carrollton,TX,US,WORCESTER,MA,US,2433.28,1511.97,truck_average,0.127,0.339,0.3368,0.0022,0.02,0.8
TBA324066485038,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.272,5.01,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0142,0.0096,0.0045,0,0
TBA324060019461,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.28,7.231,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0205,0.0139,0.0066,0,0.1
TBA324061591918,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.43,0.948,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0027,0.0018,0.0009,0,0
TBA324009588489,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,7.1,15.653,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0443,0.0301,0.0142,0,0.1
TBA324049710251,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.39,7.474,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0422,0.0354,0.0068,0,0.1
CB10976620,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324045235787,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,4.53,9.987,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0564,0.0473,0.0091,0,0.1
TBA323967107261,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,8.468,18.668,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0528,0.0359,0.0169,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.95,2.094,FALSE,MILWAUKEE,WI,US,WORCESTER,MA,US,1321.59,821.2,truck_average,0.127,0.1613,0.1594,0.0019,0.01,0.4
TBA324026200629,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.8,14.991,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0768,0.0632,0.0136,0,0.2
TBA324063948852,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.85,4.079,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0124,0.0124,0,0,0
TBA324066961562,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.47,3.241,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0166,0.0137,0.0029,0,0
9241990104167424816703,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324066008121,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,7,15.432,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.1025,0.1025,0,0,0.3
9300110597204610117227,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324059943559,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,3.667,8.084,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0537,0.0537,0,0,0.1
TBA323854440902,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.38,0.838,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0043,0.0035,0.0008,0,0
TBA323911855387,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2,4.409,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0293,0.0293,0,0,0.1
TBA323953856794,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,2.56,5.644,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0171,0.0171,0,0,0
TBA324029389384,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.509,12.146,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0344,0.0234,0.011,0,0.1
TBA324006965063,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.147,4.734,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0267,0.0224,0.0043,0,0.1
TBA324066828586,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,27.78,61.244,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.3457,0.2901,0.0556,0.02,0.9
1LSCXM6N47369171CXM6NIKESWTNRD38128TAUNTAUNM1605D0,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
9449036106193280391910,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9449036106193280391910,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA323870545573,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,6.002,13.233,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0747,0.0627,0.012,0,0.2
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,3.18,7.011,FALSE,Erlanger,KY,US,Worcester,MA,US,1139.75,708.21,truck_average,0.127,0.4667,0.4603,0.0064,0.02,1.2
010201609840057442160241700201FDE36615407809911900,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
1ZV57K000303031632,UPS,success,,UPS Ground,518,1.633,3.6,FALSE,TROUTDALE,OR,US,WORCESTER,MA,US,4012.66,2493.35,truck_average,0.127,0.8354,0.8322,0.0033,0.04,2.1
1LSCXLI443795361CXLIURBANGAPRD17527TAUNTAUNM1605D0,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
92612999936525583011892989,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z4601510373713219,UPS,success,,UPS Ground,518,0.907,2,FALSE,FARWELL,MI,US,WORCESTER,MA,US,1077.55,669.56,truck_average,0.127,0.126,0.1241,0.0018,0.01,0.3
TBA324049725759,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,13.6,29.983,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0908,0.0908,0,0,0.2
TBA324056879314,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.649,3.636,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0103,0.007,0.0033,0,0
TBA324057241237,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,4.245,9.358,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,last_mile,0.2,0.0698,0.0698,0,0,0.2
TBA324059136026,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.15,6.945,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0197,0.0134,0.0063,0,0
TBA324049957456,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.39,5.269,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0297,0.025,0.0048,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.91,2.006,FALSE,Indianapolis,IN,US,Worcester,MA,US,1237.33,768.84,truck_average,0.127,0.1448,0.143,0.0018,0.01,0.4
TBA324040523116,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.62,1.367,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0039,0.0026,0.0012,0,0
TBA3240/91-60U6,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,16.32,35.98,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.1018,0.0692,0.0326,0,0.3
1Z9382E60340565763,UPS,success,,UPS Ground,518,1.361,3,FALSE,UNIONTOWN,OH,US,WORCESTER,MA,US,812.59,504.92,truck_average,0.127,0.1432,0.1404,0.0027,0.01,0.4
TBA324022181116,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,10.707,23.604,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.1332,0.1118,0.0214,0.01,0.3
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,2.22,4.894,FALSE,DEFOREST,WI,US,Worcester,MA,US,1437.56,893.26,truck_average,0.127,0.4097,0.4053,0.0044,0.02,1
TBA324068313950,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.643,3.623,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0103,0.007,0.0033,0,0
TBA324053900796,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,37.465,82.596,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.2338,0.1589,0.0749,0.01,0.6
TBA324045931879,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,7.125,15.707,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0887,0.0744,0.0142,0,0.2
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,18.6,41.006,FALSE,Nanticoke,PA,US,WORCESTER,MA,US,368.82,229.17,truck_average,0.127,0.9084,0.8712,0.0372,0.04,2.2
TBA324045175798,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.05,4.519,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0128,0.0087,0.0041,0,0
1ZRW54301349201765,UPS,success,,UPS Next Day Air Saver®,556,2.268,5,FALSE,ADDISON,TX,US,WORCESTER,MA,US,2426.98,1508.05,truck_average,0.127,0.7036,0.699,0.0045,0.03,1.7
TBA324047346561,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.36,0.794,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0022,0.0015,0.0007,0,0
TBA324005045784,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.45,0.992,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0028,0.0019,0.0009,0,0
TBA324023656955,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.56,1.235,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0063,0.0052,0.0011,0,0
TBA324045309636,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.03,6.68,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0189,0.0128,0.0061,0,0
TBA3240668,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.33,7.341,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0376,0.031,0.0067,0,0.1
TBA324044463411,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.57,1.257,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0064,0.0053,0.0011,0,0
TBA324057226098,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.516,5.547,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0157,0.0107,0.005,0,0
9361289725253375963506,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z4484970308684243,UPS,success,,UPS Ground,518,2.495,5.5,FALSE,HEBRON,KY,US,WORCESTER,MA,US,1145.85,712,truck_average,0.127,0.368,0.363,0.005,0.02,0.9
1Z24390W0367038627,UPS,success,,UPS Ground,518,4.99,11,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,2.5132,2.5032,0.01,0.12,6.2
9361289725253383899279,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324047255806,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.96,4.321,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0122,0.0083,0.0039,0,0
TBA324023659186,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.99,2.183,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0112,0.0092,0.002,0,0
TBA324051149805,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,11.211,24.716,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.07,0.0475,0.0224,0,0.2
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,2.45,5.401,FALSE,AUSTIN,TX,US,Worcester,MA,US,2668.27,1657.98,truck_average,0.127,0.8351,0.8302,0.0049,0.04,2.1
TBA323956744251,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.01,2.227,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,last_mile,0.2,0.0166,0.0166,0,0,0
TBA324045603944,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.187,13.639,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0386,0.0262,0.0124,0,0.1
TBA324065747931,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,4.762,10.498,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0318,0.0318,0,0,0.1
TBA324046105596,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.3,5.071,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.026,0.0214,0.0046,0,0.1
TBA324046043531,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.9,4.189,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0119,0.0081,0.0038,0,0
TBA324045178726,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.21,4.872,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0275,0.0231,0.0044,0,0.1
TBA324067238184,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.249,4.958,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.028,0.0235,0.0045,0,0.1
TBA324045863409,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,22.185,48.91,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.1384,0.0941,0.0444,0.01,0.3
TBA324045442229,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,21.74,47.928,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.2705,0.227,0.0435,0.01,0.7
TBA324045160811,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.58,10.097,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0517,0.0426,0.0092,0,0.1
TBA323974375677,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,8.37,18.453,FALSE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.1069,0.0901,0.0167,0.01,0.3
TBA324052513653,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.77,3.902,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.011,0.0075,0.0035,0,0
Unknown,FedEx,success,,FedEx First Overnight,FIRST_OVERNIGHT,3.18,7.011,FALSE,ROBBINSVILLE,NJ,US,WORCESTER,MA,US,327.76,203.66,air_shorthaul,0.82,0.861,0.8547,0.0064,0.04,2.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.09,0.198,FALSE,BROOKSVILLE,FL,US,WORCESTER,MA,US,1795.95,1115.95,truck_average,0.127,0.0207,0.0205,0.0002,0,0.1
TBA324039120701,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.43,3.153,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0089,0.0061,0.0029,0,0
TBA323953172390,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.1,4.63,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0237,0.0195,0.0042,0,0.1
TBA323965101202,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.02,2.249,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0064,0.0043,0.002,0,0
